,text,author,sex,period
10,connait elle a de la force oui during his oblivious attention he once quietly rested his head against mrs pontelliers arm as gently she repulsed him once again he repeated the offense she could not but believe it to be thoughtlessness on his part yet that was no reason she should submit to it she did not remonstrate except again to repulse him quietly but firmly he offered no apology the picture completed bore no resemblance to madame ratignolle she was greatly disappointed to find that it did not look like her but it was a fair enough piece of work and in many respects satisfying mrs pontellier evidently did not think so after surveying the sketch critically she drew a broad smudge of paint across its surface and crumpled the paper between her hands the youngsters came tumbling up the steps the quadroon following at the respectful distance which they,KateChopin,female,realism
11,each holding out two chubby hands scooplike in the vain hope that they might be filled and then away they went the sun was low in the west and the breeze soft and languorous that came up from the south charged with the seductive odor of the sea children freshly befurbelowed were gathering for their games under the oaks their voices were high and penetrating madame ratignolle folded her sewing placing thimble scissors and thread all neatly together in the roll which she pinned securely she complained of faintness mrs pontellier flew for the cologne water and a fan she bathed madame ratignolles face with cologne while robert plied the fan with unnecessary vigor the spell was soon over and mrs pontellier could not help wondering if there were not a little imagination responsible for its origin for the rose tint had never faded from her friends face she stood watching,KateChopin,female,realism
12,wisdom than the holy ghost is usually pleased to vouchsafe to any woman but the beginning of things of a world especially is necessarily vague tangled chaotic and exceedingly disturbing how few of us ever emerge from such beginning how many souls perish in its tumult the voice of the sea is seductive never ceasing whispering clamoring murmuring inviting the soul to wander for a spell in abysses of solitude to lose itself in mazes of inward contemplation the voice of the sea speaks to the soul the touch of the sea is sensuous enfolding the body in its soft close embrace vii mrs pontellier was not a woman given to confidences a characteristic hitherto contrary to her nature even as a child she had lived her own small life all within herself at a very early period she had apprehended instinctively the dual lifethat outward existence which conforms the inward,KateChopin,female,realism
13,to the beach together arm in arm under the huge white sunshade edna had prevailed upon madame ratignolle to leave the children behind though she could not induce her to relinquish a diminutive roll of needlework which adele begged to be allowed to slip into the depths of her pocket in some unaccountable way they had escaped from robert the walk to the beach was no inconsiderable one consisting as it did of a long sandy path upon which a sporadic and tangled growth that bordered it on either side made frequent and unexpected inroads there were acres of yellow camomile reaching out on either hand further away still vegetable gardens abounded with frequent small plantations of orange or lemon trees intervening the dark green clusters glistened from afar in the sun the women were both of goodly height madame ratignolle possessing the more feminine and matronly figure the charm of,KateChopin,female,realism
14,human sound at that hour the lady in black was reading her morning devotions on the porch of a neighboring bathhouse two young lovers were exchanging their hearts yearnings beneath the childrens tent which they had found unoccupied edna pontellier casting her eyes about had finally kept them at rest upon the sea the day was clear and carried the gaze out as far as the blue sky went there were a few white clouds suspended idly over the horizon a lateen sail was visible in the direction of cat island and others to the south seemed almost motionless in the far distance of whomof what are you thinking asked adele of her companion whose countenance she had been watching with a little amused attention arrested by the absorbed expression which seemed to have seized and fixed every feature into a statuesque repose nothing returned mrs pontellier with a start adding,KateChopin,female,realism
15,she talked and glowed over the english classics and sometimes held religious and political controversies edna often wondered at one propensity which sometimes had inwardly disturbed her without causing any outward show or manifestation on her part at a very early ageperhaps it was when she traversed the ocean of waving grassshe remembered that she had been passionately enamored of a dignified and sadeyed cavalry officer who visited her father in kentucky she could not leave his presence when he was there nor remove her eyes from his face which was something like napoleons with a lock of black hair failing across the forehead but the cavalry officer melted imperceptibly out of her existence at another time her affections were deeply engaged by a young gentleman who visited a lady on a neighboring plantation it was after they went to mississippi to live the young man was engaged to be married,KateChopin,female,realism
16,passion the picture of the tragedian stood enframed upon her desk any one may possess the portrait of a tragedian without exciting suspicion or comment this was a sinister reflection which she cherished in the presence of others she expressed admiration for his exalted gifts as she handed the photograph around and dwelt upon the fidelity of the likeness when alone she sometimes picked it up and kissed the cold glass passionately her marriage to leonce pontellier was purely an accident in this respect resembling many other marriages which masquerade as the decrees of fate it was in the midst of her secret great passion that she met him he fell in love as men are in the habit of doing and pressed his suit with an earnestness and an ardor which left nothing to be desired he pleased her his absolute devotion flattered her she fancied there was a sympathy,KateChopin,female,realism
17,his side almost as soon as she and robert had started their slow homeward way she looked up in his face leaning on his arm beneath the encircling shadow of the umbrella which he had lifted granted as many as you like he returned glancing down into her eyes that were full of thoughtfulness and some speculation i only ask for one let mrs pontellier alone tiens he exclaimed with a sudden boyish laugh voila que madame ratignolle est jalouse nonsense im in earnest i mean what i say let mrs pontellier alone why he asked himself growing serious at his companions solicitation she is not one of us she is not like us she might make the unfortunate blunder of taking you seriously his face flushed with annoyance and taking off his soft hat he began to beat it impatiently against his leg as he walked why shouldnt she take,KateChopin,female,realism
18,possibility of mrs pontellier ever taking me seriously you should have warned me against taking myself seriously your advice might then have carried some weight and given me subject for some reflection au revoir but you look tired he added solicitously would you like a cup of bouillon shall i stir you a toddy let me mix you a toddy with a drop of angostura she acceded to the suggestion of bouillon which was grateful and acceptable he went himself to the kitchen which was a building apart from the cottages and lying to the rear of the house and he himself brought her the goldenbrown bouillon in a dainty sevres cup with a flaky cracker or two on the saucer she thrust a bare white arm from the curtain which shielded her open door and received the cup from his hands she told him he was a bon garcon and,KateChopin,female,realism
19,it was of a ponderous bygone make in the lulls robert and his mother exchanged bits of desultory conversation where is mrs pontellier down at the beach with the children i promised to lend her the goncourt dont forget to take it down when you go its there on the bookshelf over the small table clatter clatter clatter bang for the next five or eight minutes where is victor going with the rockaway the rockaway victor yes down there in front he seems to be getting ready to drive away somewhere call him clatter clatter robert uttered a shrill piercing whistle which might have been heard back at the wharf he wont look up madame lebrun flew to the window she called victor she waved a handkerchief and called again the young fellow below got into the vehicle and started the horse off at a gallop madame lebrun went back to,KateChopin,female,realism
20,the colored sheets of the comic papers which mr pontellier had brought down the little pontellier boys were permitting them to do so and making their authority felt music dancing and a recitation or two were the entertainments furnished or rather offered but there was nothing systematic about the programme no appearance of prearrangement nor even premeditation at an early hour in the evening the farival twins were prevailed upon to play the piano they were girls of fourteen always clad in the virgins colors blue and white having been dedicated to the blessed virgin at their baptism they played a duet from zampa and at the earnest solicitation of every one present followed it with the overture to the poet and the peasant allez vousen sapristi shrieked the parrot outside the door he was the only being present who possessed sufficient candor to admit that he was not listening to,KateChopin,female,realism
21,having been cherished up and hurled against the twins in that one impetuous outburst later a young brother and sister gave recitations which every one present had heard many times at winter evening entertainments in the city a little girl performed a skirt dance in the center of the floor the mother played her accompaniments and at the same time watched her daughter with greedy admiration and nervous apprehension she need have had no apprehension the child was mistress of the situation she had been properly dressed for the occasion in black tulle and black silk tights her little neck and arms were bare and her hair artificially crimped stood out like fluffy black plumes over her head her poses were full of grace and her little blackshod toes twinkled as they shot out and upward with a rapidity and suddenness which were bewildering but there was no reason why every,KateChopin,female,realism
22,he danced she went out on the gallery and seated herself on the low windowsill where she commanded a view of all that went on in the hall and could look out toward the gulf there was a soft effulgence in the east the moon was coming up and its mystic shimmer was casting a million lights across the distant restless water would you like to hear mademoiselle reisz play asked robert coming out on the porch where she was of course edna would like to hear mademoiselle reisz play but she feared it would be useless to entreat her ill ask her he said ill tell her that you want to hear her she likes you she will come he turned and hurried away to one of the far cottages where mademoiselle reisz was shuffling away she was dragging a chair in and out of her room and at intervals,KateChopin,female,realism
23,it there came before her imagination the figure of a man standing beside a desolate rock on the seashore he was naked his attitude was one of hopeless resignation as he looked toward a distant bird winging its flight away from him another piece called to her mind a dainty young woman clad in an empire gown taking mincing dancing steps as she came down a long avenue between tall hedges again another reminded her of children at play and still another of nothing on earth but a demure lady stroking a cat the very first chords which mademoiselle reisz struck upon the piano sent a keen tremor down mrs pontelliers spinal column it was not the first time she had heard an artist at the piano perhaps it was the first time she was ready perhaps the first time her being was tempered to take an impress of the abiding,KateChopin,female,realism
24,her just as one misses the sun on a cloudy day without having thought much about the sun when it was shining the people walked in little groups toward the beach they talked and laughed some of them sang there was a band playing down at kleins hotel and the strains reached them faintly tempered by the distance there were strange rare odors abroada tangle of the sea smell and of weeds and damp newplowed earth mingled with the heavy perfume of a field of white blossoms somewhere near but the night sat lightly upon the sea and the land there was no weight of darkness there were no shadows the white light of the moon had fallen upon the world like the mystery and the softness of sleep most of them walked into the water as though into a native element the sea was quiet now and swelled lazily in,KateChopin,female,realism
25,coiled back like slow white serpents edna had attempted all summer to learn to swim she had received instructions from both the men and women in some instances from the children robert had pursued a system of lessons almost daily and he was nearly at the point of discouragement in realizing the futility of his efforts a certain ungovernable dread hung about her when in the water unless there was a hand near by that might reach out and reassure her but that night she was like the little tottering stumbling clutching child who of a sudden realizes its powers and walks for the first time alone boldly and with overconfidence she could have shouted for joy she did shout for joy as with a sweeping stroke or two she lifted her body to the surface of the water a feeling of exultation overtook her as if some power of significant,KateChopin,female,realism
26,to be reaching out for the unlimited in which to lose herself once she turned and looked toward the shore toward the people she had left there she had not gone any great distancethat is what would have been a great distance for an experienced swimmer but to her unaccustomed vision the stretch of water behind her assumed the aspect of a barrier which her unaided strength would never be able to overcome a quick vision of death smote her soul and for a second of time appalled and enfeebled her senses but by an effort she rallied her staggering faculties and managed to regain the land she made no mention of her encounter with death and her flash of terror except to say to her husband i thought i should have perished out there alone you were not so very far my dear i was watching you he told her,KateChopin,female,realism
27,her divine presence dont banter me she said wounded at what appeared to be his flippancy he did not mind the entreaty but the tone with its delicate note of pathos was like a reproach he could not explain he could not tell her that he had penetrated her mood and understood he said nothing except to offer her his arm for by her own admission she was exhausted she had been walking alone with her arms hanging limp letting her white skirts trail along the dewy path she took his arm but she did not lean upon it she let her hand lie listlessly as though her thoughts were elsewheresomewhere in advance of her body and she was striving to overtake them robert assisted her into the hammock which swung from the post before her door out to the trunk of a tree will you stay out here and wait,KateChopin,female,realism
28,he smoked in silence neither did mrs pontellier speak no multitude of words could have been more significant than those moments of silence or more pregnant with the firstfelt throbbings of desire when the voices of the bathers were heard approaching robert said goodnight she did not answer him he thought she was asleep again she watched his figure pass in and out of the strips of moonlight as he walked away xi what are you doing out here edna i thought i should find you in bed said her husband when he discovered her lying there he had walked up with madame lebrun and left her at the house his wife did not reply are you asleep he asked bending down close to look at her no her eyes gleamed bright and intense with no sleepy shadows as they looked into his do you know it is past one oclock,KateChopin,female,realism
29,realities pressing into her soul the physical need for sleep began to overtake her the exuberance which had sustained and exalted her spirit left her helpless and yielding to the conditions which crowded her in the stillest hour of the night had come the hour before dawn when the world seems to hold its breath the moon hung low and had turned from silver to copper in the sleeping sky the old owl no longer hooted and the wateroaks had ceased to moan as they bent their heads edna arose cramped from lying so long and still in the hammock she tottered up the steps clutching feebly at the post before passing into the house are you coming in leonce she asked turning her face toward her husband yes dear he answered with a glance following a misty puff of smoke just as soon as i have finished my cigar xii,KateChopin,female,realism
30,quiet glow when he met her they went together back to the kitchen to drink coffee there was no time to wait for any nicety of service they stood outside the window and the cook passed them their coffee and a roll which they drank and ate from the windowsill edna said it tasted good she had not thought of coffee nor of anything he told her he had often noticed that she lacked forethought wasnt it enough to think of going to the cheniere and waking you up she laughed do i have to think of everythingas leonce says when hes in a bad humor i dont blame him hed never be in a bad humor if it werent for me they took a short cut across the sands at a distance they could see the curious procession moving toward the wharfthe lovers shoulder to shoulder creeping the lady in,KateChopin,female,realism
31,little in the boat no one present understood what they said her name was mariequita she had a round sly piquant face and pretty black eyes her hands were small and she kept them folded over the handle of her basket her feet were broad and coarse she did not strive to hide them edna looked at her feet and noticed the sand and slime between her brown toes beaudelet grumbled because mariequita was there taking up so much room in reality he was annoyed at having old monsieur farival who considered himself the better sailor of the two but he would not quarrel with so old a man as monsieur farival so he quarreled with mariequita the girl was deprecatory at one moment appealing to robert she was saucy the next moving her head up and down making eyes at robert and making mouths at beaudelet the lovers were all,KateChopin,female,realism
32,was counting her beads for the third time old monsieur farival talked incessantly of what he knew about handling a boat and of what beaudelet did not know on the same subject edna liked it all she looked mariequita up and down from her ugly brown toes to her pretty black eyes and back again why does she look at me like that inquired the girl of robert maybe she thinks you are pretty shall i ask her no is she your sweetheart shes a married lady and has two children oh well francisco ran away with sylvanos wife who had four children they took all his money and one of the children and stole his boat shut up does she understand oh hush are those two married over thereleaning on each other of course not laughed robert of course not echoed mariequita with a serious confirmatory bob of the head,KateChopin,female,realism
33,up to the quaint little gothic church of our lady of lourdes gleaming all brown and yellow with paint in the suns glare only beaudelet remained behind tinkering at his boat and mariequita walked away with her basket of shrimps casting a look of childish ill humor and reproach at robert from the corner of her eye xiii a feeling of oppression and drowsiness overcame edna during the service her head began to ache and the lights on the altar swayed before her eyes another time she might have made an effort to regain her composure but her one thought was to quit the stifling atmosphere of the church and reach the open air she arose climbing over roberts feet with a muttered apology old monsieur farival flurried curious stood up but upon seeing that robert had followed mrs pontellier he sank back into his seat he whispered an anxious inquiry,KateChopin,female,realism
34,she was fat and walked heavily and clumsily across the floor she could speak no english but when robert made her understand that the lady who accompanied him was ill and desired to rest she was all eagerness to make edna feel at home and to dispose of her comfortably the whole place was immaculately clean and the big fourposted bed snowwhite invited one to repose it stood in a small side room which looked out across a narrow grass plot toward the shed where there was a disabled boat lying keel upward madame antoine had not gone to mass her son tonie had but she supposed he would soon be back and she invited robert to be seated and wait for him but he went and sat outside the door and smoked madame antoine busied herself in the large front room preparing dinner she was boiling mullets over a few,KateChopin,female,realism
35,and looking between the curtains of the window she saw by the slanting rays of the sun that the afternoon was far advanced robert was out there under the shed reclining in the shade against the sloping keel of the overturned boat he was reading from a book tonie was no longer with him she wondered what had become of the rest of the party she peeped out at him two or three times as she stood washing herself in the little basin between the windows madame antoine had laid some coarse clean towels upon a chair and had placed a box of poudre de riz within easy reach edna dabbed the powder upon her nose and cheeks as she looked at herself closely in the little distorted mirror which hung on the wall above the basin her eyes were bright and wide awake and her face glowed when she had,KateChopin,female,realism
36,island he was childishly gratified to discover her appetite and to see the relish with which she ate the food which he had procured for her shall we go right away she asked after draining her glass and brushing together the crumbs of the crusty loaf the sun isnt as low as it will be in two hours he answered the sun will be gone in two hours well let it go who cares they waited a good while under the orange trees till madame antoine came back panting waddling with a thousand apologies to explain her absence tonie did not dare to return he was shy and would not willingly face any woman except his mother it was very pleasant to stay there under the orange trees while the sun dipped lower and lower turning the western sky to flaming copper and gold the shadows lengthened and crept out like,KateChopin,female,realism
37,from heat and oppression she said she carried a bottle of salts and a large fan she would not consent to remain with edna for monsieur ratignolle was alone and he detested above all things to be left alone when etienne had fallen asleep edna bore him into the back room and robert went and lifted the mosquito bar that she might lay the child comfortably in his bed the quadroon had vanished when they emerged from the cottage robert bade edna goodnight do you know we have been together the whole livelong day robertsince early this morning she said at parting all but the hundred years when you were sleeping goodnight he pressed her hand and went away in the direction of the beach he did not join any of the others but walked alone toward the gulf edna stayed outside awaiting her husbands return she had no desire to,KateChopin,female,realism
38,mentioned such a place as mexico she had not seen him during the afternoon she had heard some one say he was at the house upstairs with his mother this she had thought nothing of though she was surprised when he did not join her later in the afternoon when she went down to the beach she looked across at him where he sat beside madame lebrun who presided ednas face was a blank picture of bewilderment which she never thought of disguising he lifted his eyebrows with the pretext of a smile as he returned her glance he looked embarrassed and uneasy when is he going she asked of everybody in general as if robert were not there to answer for himself tonight this very evening did you ever what possesses him were some of the replies she gathered uttered simultaneously in french and english impossible she exclaimed how can,KateChopin,female,realism
39,to all this demanded monsieur farival this afternoon returned robert with a shade of annoyance at what time this afternoon persisted the old gentleman with nagging determination as if he were crossquestioning a criminal in a court of justice at four oclock this afternoon monsieur farival robert replied in a high voice and with a lofty air which reminded edna of some gentleman on the stage she had forced herself to eat most of her soup and now she was picking the flaky bits of a court bouillon with her fork the lovers were profiting by the general conversation on mexico to speak in whispers of matters which they rightly considered were interesting to no one but themselves the lady in black had once received a pair of prayerbeads of curious workmanship from mexico with very special indulgence attached to them but she had never been able to ascertain whether the,KateChopin,female,realism
40,father fochel of the cathedral had attempted to explain it but he had not done so to her satisfaction and she begged that robert would interest himself and discover if possible whether she was entitled to the indulgence accompanying the remarkably curious mexican prayerbeads madame ratignolle hoped that robert would exercise extreme caution in dealing with the mexicans who she considered were a treacherous people unscrupulous and revengeful she trusted she did them no injustice in thus condemning them as a race she had known personally but one mexican who made and sold excellent tamales and whom she would have trusted implicitly so softspoken was he one day he was arrested for stabbing his wife she never knew whether he had been hanged or not victor had grown hilarious and was attempting to tell an anecdote about a mexican girl who served chocolate one winter in a restaurant in dauphine street,KateChopin,female,realism
41,with me yes agreed madame ratignolle i think it was showing us allyou especiallyvery little consideration it wouldnt have surprised me in any of the others those lebruns are all given to heroics but i must say i should never have expected such a thing from robert are you not coming down come on dear it doesnt look friendly no said edna a little sullenly i cant go to the trouble of dressing again i dont feel like it you neednt dress you look all right fasten a belt around your waist just look at me no persisted edna but you go on madame lebrun might be offended if we both stayed away madame ratignolle kissed edna goodnight and went away being in truth rather desirous of joining in the general and animated conversation which was still in progress concerning mexico and the mexicans somewhat later robert came up carrying his,KateChopin,female,realism
42,hidden from another the emotion which was troublingtearingher her eyes were brimming with tears for the first time she recognized the symptoms of infatuation which she had felt incipiently as a child as a girl in her earliest teens and later as a young woman the recognition did not lessen the reality the poignancy of the revelation by any suggestion or promise of instability the past was nothing to her offered no lesson which she was willing to heed the future was a mystery which she never attempted to penetrate the present alone was significant was hers to torture her as it was doing then with the biting conviction that she had lost that which she had held that she had been denied that which her impassioned newly awakened being demanded xvi do you miss your friend greatly asked mademoiselle reisz one morning as she came creeping up behind edna who,KateChopin,female,realism
43,to her his mother would find it in his room among other books there on the table edna experienced a pang of jealousy because he had written to his mother rather than to her every one seemed to take for granted that she missed him even her husband when he came down the saturday following roberts departure expressed regret that he had gone how do you get on without him edna he asked its very dull without him she admitted mr pontellier had seen robert in the city and edna asked him a dozen questions or more where had they met on carondelet street in the morning they had gone in and had a drink and a cigar together what had they talked about chiefly about his prospects in mexico which mr pontellier thought were promising how did he look how did he seemgrave or gay or how quite cheerful and,KateChopin,female,realism
44,she should have remembered that mademoiselle reiszs avoidance of the water had furnished a theme for much pleasantry some among them thought it was on account of her false hair or the dread of getting the violets wet while others attributed it to the natural aversion for water sometimes believed to accompany the artistic temperament mademoiselle offered edna some chocolates in a paper bag which she took from her pocket by way of showing that she bore no ill feeling she habitually ate chocolates for their sustaining quality they contained much nutriment in small compass she said they saved her from starvation as madame lebruns table was utterly impossible and no one save so impertinent a woman as madame lebrun could think of offering such food to people and requiring them to pay for it she must feel very lonely without her son said edna desiring to change the subject her,KateChopin,female,realism
45,aline lebrun lives for victor and for victor alone she has spoiled him into the worthless creature he is she worships him and the ground he walks on robert is very well in a way to give up all the money he can earn to the family and keep the barest pittance for himself favorite son indeed i miss the poor fellow myself my dear i liked to see him and to hear him about the place the only lebrun who is worth a pinch of salt he comes to see me often in the city i like to play to him that victor hanging would be too good for him its a wonder robert hasnt beaten him to death long ago i thought he had great patience with his brother offered edna glad to be talking about robert no matter what was said oh he thrashed him well enough a,KateChopin,female,realism
46,the sloping roof the house was painted a dazzling white the outside shutters or jalousies were green in the yard which was kept scrupulously neat were flowers and plants of every description which flourishes in south louisiana within doors the appointments were perfect after the conventional type the softest carpets and rugs covered the floors rich and tasteful draperies hung at doors and windows there were paintings selected with judgment and discrimination upon the walls the cut glass the silver the heavy damask which daily appeared upon the table were the envy of many women whose husbands were less generous than mr pontellier mr pontellier was very fond of walking about his house examining its various appointments and details to see that nothing was amiss he greatly valued his possessions chiefly because they were his and derived genuine pleasure from contemplating a painting a statuette a rare lace curtainno matter whatafter,KateChopin,female,realism
47,this soup is really impossible its strange that woman hasnt learned yet to make a decent soup any freelunch stand in town serves a better one was mrs belthrop here bring the tray with the cards joe i dont remember who was here the boy retired and returned after a moment bringing the tiny silver tray which was covered with ladies visiting cards he handed it to mrs pontellier give it to mr pontellier she said joe offered the tray to mr pontellier and removed the soup mr pontellier scanned the names of his wifes callers reading some of them aloud with comments as he read the misses delasidas i worked a big deal in futures for their father this morning nice girls its time they were getting married mrs belthrop i tell you what it is edna you cant afford to snub mrs belthrop why belthrop could buy and sell,KateChopin,female,realism
48,over his business is worth a good round sum to me youd better write her a note mrs james highcamp hugh the less you have to do with mrs highcamp the better madame laforce came all the way from carrolton too poor old soul miss wiggs mrs eleanor boltons he pushed the cards aside mercy exclaimed edna who had been fuming why are you taking the thing so seriously and making such a fuss over it im not making any fuss over it but its just such seeming trifles that weve got to take seriously such things count the fish was scorched mr pontellier would not touch it edna said she did not mind a little scorched taste the roast was in some way not to his fancy and he did not like the manner in which the vegetables were served it seems to me he said we spend money enough,KateChopin,female,realism
49,evening finally writing out a menu for the week which left her harassed with a feeling that after all she had accomplished no good that was worth the name but that evening edna finished her dinner alone with forced deliberation her face was flushed and her eyes flamed with some inward fire that lighted them after finishing her dinner she went to her room having instructed the boy to tell any other callers that she was indisposed it was a large beautiful room rich and picturesque in the soft dim light which the maid had turned low she went and stood at an open window and looked out upon the deep tangle of the garden below all the mystery and witchery of the night seemed to have gathered there amid the perfumes and the dusky and tortuous outlines of flowers and foliage she was seeking herself and finding herself in just,KateChopin,female,realism
50,mr pontelliers arguments were usually convincing with those whom he employed he left home feeling quite sure that he and edna would sit down that evening and possibly a few subsequent evenings to a dinner deserving of the name edna spent an hour or two in looking over some of her old sketches she could see their shortcomings and defects which were glaring in her eyes she tried to work a little but found she was not in the humor finally she gathered together a few of the sketchesthose which she considered the least discreditable and she carried them with her when a little later she dressed and left the house she looked handsome and distinguished in her street gown the tan of the seashore had left her face and her forehead was smooth white and polished beneath her heavy yellowbrown hair there were a few freckles on her face and,KateChopin,female,realism
51,her thought fading sometimes as if it would melt into the mist of the forgotten reviving again with an intensity which filled her with an incomprehensible longing edna was on her way to madame ratignolles their intimacy begun at grand isle had not declined and they had seen each other with some frequency since their return to the city the ratignolles lived at no great distance from ednas home on the corner of a side street where monsieur ratignolle owned and conducted a drug store which enjoyed a steady and prosperous trade his father had been in the business before him and monsieur ratignolle stood well in the community and bore an enviable reputation for integrity and clearheadedness his family lived in commodious apartments over the store having an entrance on the side within the porte cochere there was something which edna thought very french very foreign about their whole manner,KateChopin,female,realism
52,out a hand and take one edna could not control a feeling which bordered upon complacency at her friends praise even realizing as she did its true worth she retained a few of the sketches and gave all the rest to madame ratignolle who appreciated the gift far beyond its value and proudly exhibited the pictures to her husband when he came up from the store a little later for his midday dinner mr ratignolle was one of those men who are called the salt of the earth his cheerfulness was unbounded and it was matched by his goodness of heart his broad charity and common sense he and his wife spoke english with an accent which was only discernible through its unenglish emphasis and a certain carefulness and deliberation ednas husband spoke english with no accent whatever the ratignolles understood each other perfectly if ever the fusion of two human,KateChopin,female,realism
